21514 20240101 0100 20231231 1500  2.424 -155.58   19.54    11.9    12.2    13.0    11.8     0.0    654 0    716 0    577 0 C    28.6 0    30.2 0    26.8 0    37 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0200 20231231 1600  2.424 -155.58   19.54    10.8    11.8    12.8    10.7     0.0    482 0    578 0    381 0 C    24.9 0    26.8 0    21.8 0    42 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0300 20231231 1700  2.424 -155.58   19.54    11.6    11.1    11.7    10.4     0.0    269 0    382 0    157 0 C    19.5 0    21.8 0    16.3 0    44 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0400 20231231 1800  2.424 -155.58   19.54    10.3    10.5    11.6     9.9     0.0     55 0    157 0      0 0 C    12.2 0    16.3 0     7.9 0    33 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0500 20231231 1900  2.424 -155.58   19.54     9.3     9.8    10.3     9.2     0.0      0 0      0 0      0 0 C     5.8 0     7.9 0     3.8 0    35 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0600 20231231 2000  2.424 -155.58   19.54     9.1     8.8     9.3     8.1     0.0      0 0      0 0      0 0 C     3.2 0     3.8 0     2.6 0    23 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0700 20231231 2100  2.424 -155.58   19.54     8.1     8.9     9.5     8.1     0.0      0 0      0 0      0 0 C     3.6 0     4.3 0     2.4 0     8 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0800 20231231 2200  2.424 -155.58   19.54     8.3     8.2     8.6     7.9     0.0      0 0      0 0      0 0 C     2.4 0     2.9 0     1.4 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 0900 20231231 2300  2.424 -155.58   19.54     8.6     8.2     8.7     7.7     0.0      0 0      0 0      0 0 C     1.8 0     2.7 0     1.1 0     7 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1000 20240101 0000  2.424 -155.58   19.54     8.0     8.3     8.8     7.9     0.0      0 0      0 0      0 0 C     2.9 0     3.2 0     2.7 0     6 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1100 20240101 0100  2.424 -155.58   19.54     7.9     8.2     8.8     7.6     0.0      0 0      0 0      0 0 C     2.7 0     3.1 0     2.2 0     6 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1200 20240101 0200  2.424 -155.58   19.54     6.1     7.0     8.0     6.0     0.0      0 0      0 0      0 0 C     1.2 0     2.2 0    -0.1 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1300 20240101 0300  2.424 -155.58   19.54     5.0     5.6     6.6     4.3     0.0      0 0      0 0      0 0 C    -0.8 0    -0.1 0    -1.3 0    15 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1400 20240101 0400  2.424 -155.58   19.54     7.0     5.7     7.0     4.3     0.0      0 0      0 0      0 0 C    -0.8 0     1.0 0    -1.5 0    11 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1500 20240101 0500  2.424 -155.58   19.54     4.9     6.1     7.0     4.7     0.0      0 0      0 0      0 0 C     0.3 0     1.1 0    -1.1 0     8 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1600 20240101 0600  2.424 -155.58   19.54     4.7     4.9     5.4     4.6     0.0      0 0      0 0      0 0 C    -1.3 0    -1.1 0    -1.8 0    14 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1700 20240101 0700  2.424 -155.58   19.54     3.2     4.7     5.8     3.2     0.0      0 0      0 0      0 0 C    -2.5 0    -1.8 0    -2.9 0    16 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1800 20240101 0800  2.424 -155.58   19.54     5.6     4.2     5.6     2.8     0.0     83 0    201 0      0 0 C    -1.8 0     1.8 0    -2.7 0    16 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 1900 20240101 0900  2.424 -155.58   19.54     8.4     6.8     8.4     5.6     0.0    316 0    430 0    202 0 C     7.0 0    13.2 0     1.8 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 2000 20240101 1000  2.424 -155.58   19.54    10.1     9.1    10.1     8.4     0.0    529 0    620 0    430 0 C    17.9 0    23.0 0    13.2 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 2100 20240101 1100  2.424 -155.58   19.54    10.0     9.8    10.4     9.2     0.0    689 0    750 0    620 0 C    24.7 0    28.0 0    23.0 0     6 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 2200 20240101 1200  2.424 -155.58   19.54    10.2    10.5    12.0     9.5     0.0    787 0    813 0    749 0 C    28.8 0    30.2 0    28.0 0     8 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240101 2300 20240101 1300  2.424 -155.58   19.54    10.7    11.0    11.6    10.2     0.0    817 0    825 0    808 0 C    31.0 0    31.9 0    30.2 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0000 20240101 1400  2.424 -155.58   19.54    10.7    10.9    11.9     9.9     0.0    775 0    811 0    727 0 C    31.1 0    32.0 0    29.9 0    17 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0100 20240101 1500  2.424 -155.58   19.54    10.8    10.5    11.4     9.4     0.0    666 0    729 0    587 0 C    29.2 0    30.4 0    27.5 0    24 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0200 20240101 1600  2.424 -155.58   19.54     8.7     9.2    11.0     8.6     0.0    494 0    588 0    390 0 C    24.4 0    27.5 0    21.1 0    43 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0300 20240101 1700  2.424 -155.58   19.54     8.0     9.0    10.0     8.0     0.0    278 0    389 0    165 0 C    18.2 0    21.1 0    13.7 0    58 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0400 20240101 1800  2.424 -155.58   19.54     5.0     6.4     8.3     5.0     0.0     48 0    163 0      0 0 C     9.3 0    13.7 0     6.3 0    75 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0500 20240101 1900  2.424 -155.58   19.54     4.1     4.9     5.8     4.1     0.0      0 0      0 0      0 0 C     3.9 0     6.5 0     2.3 0    83 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0600 20240101 2000  2.424 -155.58   19.54     7.0     4.5     7.0     3.7     0.0      0 0      0 0      0 0 C     2.1 0     3.8 0     0.7 0    70 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0700 20240101 2100  2.424 -155.58   19.54     6.7     6.1     7.0     4.2     0.0      0 0      0 0      0 0 C     0.8 0     1.7 0    -0.2 0    13 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0800 20240101 2200  2.424 -155.58   19.54     5.8     5.6     7.0     4.2     0.0      0 0      0 0      0 0 C     0.6 0     1.6 0    -0.4 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 0900 20240101 2300  2.424 -155.58   19.54     5.3     5.5     5.8     5.3     0.0      0 0      0 0      0 0 C     0.5 0     0.6 0     0.4 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1000 20240102 0000  2.424 -155.58   19.54     4.8     5.0     5.3     4.7     0.0      0 0      0 0      0 0 C     0.1 0     0.5 0    -0.2 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1100 20240102 0100  2.424 -155.58   19.54     4.5     4.5     4.8     4.3     0.0      0 0      0 0      0 0 C    -0.4 0    -0.2 0    -0.6 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1200 20240102 0200  2.424 -155.58   19.54     4.1     4.2     4.5     3.9     0.0      0 0      0 0      0 0 C    -0.8 0    -0.5 0    -1.1 0     6 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1300 20240102 0300  2.424 -155.58   19.54     3.7     3.8     4.1     3.7     0.0      0 0      0 0      0 0 C    -1.3 0    -1.0 0    -1.6 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1400 20240102 0400  2.424 -155.58   19.54     3.6     3.5     3.8     3.2     0.0      0 0      0 0      0 0 C    -1.8 0    -1.6 0    -2.3 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1500 20240102 0500  2.424 -155.58   19.54     3.3     3.2     3.6     2.9     0.0      0 0      0 0      0 0 C    -2.2 0    -2.1 0    -2.4 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1600 20240102 0600  2.424 -155.58   19.54     2.9     3.2     3.6     2.9     0.0      0 0      0 0      0 0 C    -2.2 0    -2.0 0    -2.4 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1700 20240102 0700  2.424 -155.58   19.54     3.4     3.1     3.5     2.6     0.0      0 0      0 0      0 0 C    -2.5 0    -2.4 0    -2.7 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1800 20240102 0800  2.424 -155.58   19.54     4.5     3.8     4.8     2.9     0.0     85 0    204 0      0 0 C    -1.8 0     1.7 0    -2.9 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 1900 20240102 0900  2.424 -155.58   19.54     6.7     6.5     7.9     4.6     0.0    321 0    435 0    205 0 C     6.3 0    11.3 0     1.7 0     3 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 2000 20240102 1000  2.424 -155.58   19.54     8.4     8.0     9.0     6.7     0.0    536 0    627 0    436 0 C    16.3 0    21.4 0    11.3 0     2 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 2100 20240102 1100  2.424 -155.58   19.54     9.2     8.6     9.3     8.2     0.0    698 0    759 0    627 0 C    23.4 0    25.7 0    21.4 0     3 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 2200 20240102 1200  2.424 -155.58   19.54     9.5     9.5    10.2     8.7     0.0    796 0    826 0    758 0 C    27.5 0    29.2 0    25.2 0     8 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240102 2300 20240102 1300  2.424 -155.58   19.54    10.9    10.1    10.9     9.3     0.0    821 0    827 0    809 0 C    29.0 0    29.8 0    28.2 0    18 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0000 20240102 1400  2.424 -155.58   19.54     9.6     9.9    10.9     9.1     0.0    779 0    812 0    736 0 C    28.1 0    29.1 0    27.1 0    25 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0100 20240102 1500  2.424 -155.58   19.54    10.8    10.1    10.9     9.3     0.0    673 0    736 0    597 0 C    26.8 0    27.6 0    24.5 0    25 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0200 20240102 1600  2.424 -155.58   19.54     8.6     9.3    10.7     8.4     0.0    502 0    598 0    400 0 C    22.0 0    24.5 0    19.7 0    28 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0300 20240102 1700  2.424 -155.58   19.54     8.6     8.8     9.3     8.4     0.0    286 0    399 0    170 0 C    16.4 0    19.7 0    12.3 0    25 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0400 20240102 1800  2.424 -155.58   19.54     6.6     8.0     9.1     6.6     0.0     62 0    170 0      0 0 C     8.8 0    12.3 0     4.5 0    22 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0500 20240102 1900  2.424 -155.58   19.54     5.8     6.1     6.6     5.8     0.0      0 0      0 0      0 0 C     1.9 0     4.5 0     0.0 0    22 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0600 20240102 2000  2.424 -155.58   19.54     4.8     5.3     5.9     4.7     0.0      0 0      0 0      0 0 C    -0.6 0     0.0 0    -1.4 0    17 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0700 20240102 2100  2.424 -155.58   19.54     4.6     4.6     5.1     4.2     0.0      0 0      0 0      0 0 C    -1.9 0    -1.4 0    -2.5 0    10 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0800 20240102 2200  2.424 -155.58   19.54     5.5     4.2     5.5     3.1     0.0      0 0      0 0      0 0 C    -2.4 0    -1.6 0    -2.9 0    10 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 0900 20240102 2300  2.424 -155.58   19.54     4.4     4.8     5.7     3.7     0.0      0 0      0 0      0 0 C    -2.4 0    -1.6 0    -3.1 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1000 20240103 0000  2.424 -155.58   19.54     4.4     4.3     5.1     3.7     0.0      0 0      0 0      0 0 C    -2.9 0    -2.5 0    -4.1 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1100 20240103 0100  2.424 -155.58   19.54     3.0     3.0     4.4     1.9     0.0      0 0      0 0      0 0 C    -4.5 0    -4.1 0    -5.1 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1200 20240103 0200  2.424 -155.58   19.54     1.5     2.1     3.0     1.5     0.0      0 0      0 0      0 0 C    -5.2 0    -5.1 0    -5.3 0     8 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1300 20240103 0300  2.424 -155.58   19.54     1.3     1.5     2.3     0.9     0.0      0 0      0 0      0 0 C    -5.0 0    -4.9 0    -5.2 0    10 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1400 20240103 0400  2.424 -155.58   19.54     2.1     1.7     3.6     0.8     0.0      0 0      0 0      0 0 C    -5.2 0    -5.0 0    -5.5 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1500 20240103 0500  2.424 -155.58   19.54     2.6     2.3     2.9     1.7     0.0      0 0      0 0      0 0 C    -4.7 0    -3.3 0    -5.4 0     7 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1600 20240103 0600  2.424 -155.58   19.54     3.2     3.0     3.4     2.6     0.0      0 0      0 0      0 0 C    -2.7 0    -2.1 0    -3.3 0     7 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1700 20240103 0700  2.424 -155.58   19.54     3.4     3.5     3.9     3.1     0.0      0 0      0 0      0 0 C    -1.8 0    -1.6 0    -2.1 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1800 20240103 0800  2.424 -155.58   19.54     5.6     4.2     5.6     3.4     0.0     85 0    205 0      0 0 C    -0.5 0     2.6 0    -1.7 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 1900 20240103 0900  2.424 -155.58   19.54     7.6     6.9     7.8     5.6     0.0    322 0    435 0    206 0 C     7.1 0    13.3 0     2.6 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 2000 20240103 1000  2.424 -155.58   19.54     9.0     8.6     9.5     7.6     0.0    536 0    626 0    436 0 C    17.4 0    21.4 0    13.3 0     3 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 2100 20240103 1100  2.424 -155.58   19.54    10.2     9.9    10.7     8.9     0.0    699 0    761 0    627 0 C    24.5 0    27.0 0    21.4 0     3 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 2200 20240103 1200  2.424 -155.58   19.54    11.2    10.5    11.2     9.9     0.0    796 0    827 0    756 0 C    28.0 0    28.7 0    27.0 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240103 2300 20240103 1300  2.424 -155.58   19.54    10.6    11.0    11.7    10.3     0.0    825 0    833 0    809 0 C    29.6 0    30.5 0    28.5 0    13 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0000 20240103 1400  2.424 -155.58   19.54    11.2    10.9    11.8    10.0     0.0    778 0    812 0    735 0 C    30.0 0    30.5 0    29.1 0    27 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0100 20240103 1500  2.424 -155.58   19.54    10.5    10.8    11.7    10.1     0.0    668 0    738 0    592 0 C    27.2 0    29.1 0    25.5 0    38 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0200 20240103 1600  2.424 -155.58   19.54     9.5    10.2    10.8     9.5     0.0    489 0    619 0    153 0 C    22.7 0    25.5 0    19.8 0    46 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0300 20240103 1700  2.424 -155.58   19.54     9.2     9.3     9.7     8.8     0.0    276 0    394 0    118 0 C    17.4 0    19.8 0    14.4 0    52 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0400 20240103 1800  2.424 -155.58   19.54     7.0     7.9     9.2     6.9     0.0     51 0    171 0      0 0 C    10.3 0    14.4 0     6.1 0    53 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0500 20240103 1900  2.424 -155.58   19.54     6.6     6.6     7.0     6.3     0.0      0 0      0 0      0 0 C     3.8 0     6.1 0     1.6 0    64 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0600 20240103 2000  2.424 -155.58   19.54     6.0     6.3     6.6     5.6     0.0      0 0      0 0      0 0 C     1.0 0     1.6 0     0.4 0    50 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0700 20240103 2100  2.424 -155.58   19.54     4.8     5.3     6.3     4.7     0.0      0 0      0 0      0 0 C    -0.3 0     0.4 0    -0.6 0    32 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0800 20240103 2200  2.424 -155.58   19.54     4.9     4.6     5.0     4.1     0.0      0 0      0 0      0 0 C    -0.7 0    -0.6 0    -0.9 0    24 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 0900 20240103 2300  2.424 -155.58   19.54     3.9     4.1     4.9     3.9     0.0      0 0      0 0      0 0 C    -0.8 0    -0.7 0    -1.0 0    30 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1000 20240104 0000  2.424 -155.58   19.54     3.5     3.6     3.9     3.4     0.0      0 0      0 0      0 0 C    -1.0 0    -0.7 0    -1.3 0    19 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1100 20240104 0100  2.424 -155.58   19.54     3.2     3.2     3.5     2.8     0.0      0 0      0 0      0 0 C    -1.4 0    -1.3 0    -1.6 0    23 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1200 20240104 0200  2.424 -155.58   19.54     3.7     3.2     3.8     2.9     0.0      0 0      0 0      0 0 C    -0.5 0     0.2 0    -1.3 0    23 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1300 20240104 0300  2.424 -155.58   19.54     3.7     3.4     3.7     3.1     0.0      0 0      0 0      0 0 C    -0.9 0     0.1 0    -1.4 0    13 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1400 20240104 0400  2.424 -155.58   19.54     2.2     2.7     3.7     2.1     0.0      0 0      0 0      0 0 C    -1.8 0    -1.3 0    -2.4 0    11 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1500 20240104 0500  2.424 -155.58   19.54     2.0     2.4     3.1     2.0     0.0      0 0      0 0      0 0 C    -2.3 0    -1.8 0    -2.6 0    12 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1600 20240104 0600  2.424 -155.58   19.54     2.6     2.5     3.0     2.0     0.0      0 0      0 0      0 0 C    -2.1 0    -1.8 0    -2.2 0    10 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1700 20240104 0700  2.424 -155.58   19.54     2.7     2.7     2.8     2.5     0.0      0 0      0 0      0 0 C    -1.9 0    -1.7 0    -2.0 0     9 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1800 20240104 0800  2.424 -155.58   19.54     5.7     3.7     5.7     2.7     0.0     86 0    205 0      0 0 C    -0.6 0     2.8 0    -1.7 0     7 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 1900 20240104 0900  2.424 -155.58   19.54     7.9     7.2     7.9     5.7     0.0    323 0    436 0    207 0 C     6.5 0    10.2 0     2.8 0     3 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 2000 20240104 1000  2.424 -155.58   19.54     9.5     8.9     9.5     7.9     0.0    537 0    628 0    437 0 C    13.3 0    16.5 0    10.2 0     3 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 2100 20240104 1100  2.424 -155.58   19.54    10.6    10.1    10.9     9.4     0.0    700 0    762 0    628 0 C    18.5 0    20.9 0    16.5 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 2200 20240104 1200  2.424 -155.58   19.54    11.6    11.2    11.6    10.5     0.0    801 0    830 0    761 0 C    22.6 0    24.7 0    20.9 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240104 2300 20240104 1300  2.424 -155.58   19.54    12.4    12.0    12.4    11.6     0.0    833 0    839 0    826 0 C    25.2 0    25.9 0    24.7 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240105 0000 20240104 1400  2.424 -155.58   19.54    12.1    12.3    12.8    11.7     0.0    795 0    827 0    753 0 C    25.6 0    26.7 0    24.5 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240105 0100 20240104 1500  2.424 -155.58   19.54    12.1    12.0    12.4    11.7     0.0    692 0    754 0    611 0 C    24.0 0    24.5 0    23.4 0     5 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
21514 20240105 0200 20240104 1600  2.424 -155.58   19.54    11.0    11.5    12.1    10.9     0.0    504 0    622 0    343 0 C    21.2 0    23.4 0    18.1 0     4 0 -99.000 -99.000 -99.000 -99.000 -99.000 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
